City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
346,Chilliwack,CA,41.94,clear sky,49.1747,-121.9443,Coast Chilliwack Hotel by APA
347,Jasper,US,22.35,few clouds,37.2001,-94.3502,Guest House Motel
348,Emerald,AU,77.14,few clouds,-23.5333,148.1667,The Irish Village
349,Derzhavinsk,KZ,19.45,overcast clouds,51.1,66.3167,Ooo.khim Baza
350,Mount Gambier,AU,60.71,broken clouds,-37.8333,140.7667,The Commodore
351,Zilair,RU,24.87,light snow,52.2332,57.4392,Gostinitsa Rina
352,Cururupu,BR,79.09,overcast clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
353,Lagos,NG,93.52,overcast clouds,6.5833,3.75,
354,Tariba,VE,73.96,overcast clouds,7.8188,-72.2243,Hotel Las Lomas
355,Kasongo-Lunda,CD,86.88,broken clouds,-6.4667,16.8167,
357,Varkaus,FI,26.71,light snow,62.3153,27.873,Hotel Oscar
358,Sena Madureira,BR,87.93,overcast clouds,-9.0656,-68.6569,Hotel Central
360,Tulsipur,NP,52.27,clear sky,28.131,82.2973,Ekanta Hotel Pvt. Ltd
361,Japura,ID,74.84,scattered clouds,-0.3167,102.35,Rumah mbah Jamah
362,Falmouth,GB,49.1,light rain,50.1544,-5.0711,The Falmouth Hotel
363,Saint-Louis,SN,89.13,scattered clouds,16.3333,-15.0,
364,Ugoofaaru,MV,81.09,overcast clouds,5.6667,73.0,Ungoofaaru Inn
365,Jacqueville,CI,85.91,broken clouds,5.2052,-4.4146,Hotel Le Martin Pecheur
366,Isla Vista,US,69.85,clear sky,34.4133,-119.861,Best Western Plus South Coast Inn
367,Tolosa,FR,58.14,clear sky,43.6043,1.4437,Novotel Toulouse Centre Wilson
368,Bundaberg,AU,71.89,overcast clouds,-24.85,152.35,Takalvan Motel
369,Christchurch,NZ,52.92,moderate rain,-43.5333,172.6333,The George
370,Port Lincoln,AU,68.38,overcast clouds,-34.7333,135.8667,Port Lincoln Hotel
371,Kazlu Ruda,LT,35.58,scattered clouds,54.7667,23.5,Guest House Regina
372,Bowen,AU,73.62,few clouds,-20.0167,148.2333,Castle Motor Lodge Motel
373,Dire,ML,95.65,clear sky,12.2833,-10.9667,
374,Semiluki,RU,32.45,broken clouds,51.6853,39.0279,Гостиница Сказка
375,Los Llanos De Aridane,ES,66.13,scattered clouds,28.6585,-17.9182,Valle Aridane
376,Barcelona,ES,55.74,broken clouds,41.3888,2.159,Axel Hotel Barcelona
377,Nizwa,OM,73.18,clear sky,22.9333,57.5333,Orient Apartments
378,Biak,ID,75.61,overcast clouds,-0.9131,122.8766,Penginapan Kim
379,Filotion,GR,57.43,overcast clouds,37.05,25.5,Chalki Residence Group
380,Hermiston,US,36.1,clear sky,45.8404,-119.2895,Oxford Suites Hermiston
381,Hambantota,LK,77.34,scattered clouds,6.1241,81.1185,Bungalow 63
382,Bakal,RU,10.83,overcast clouds,54.9417,58.8083,Gostinitsa Ekonom-Klassa
383,Praia,CV,82.94,overcast clouds,14.9215,-23.5087,LT Aparthotel
384,Ancud,CL,75.22,broken clouds,-41.8697,-73.8203,Hotel Arena Gruesa
385,Richards Bay,ZA,83.28,clear sky,-28.783,32.0377,BON Hotel Waterfront Richards Bay
386,Acarau,BR,82.96,overcast clouds,-2.8856,-40.12,castelo pizzaria
387,Den Helder,NL,46.94,broken clouds,52.9599,4.7593,Hotel Den Helder
388,Barentin,FR,51.08,broken clouds,49.5453,0.9552,Hôtel Première Classe Rouen Nord - Barentin
389,Pemangkat,ID,76.71,light rain,1.1667,108.9667,Ramah Kost KITA
390,Nanakuli,US,73.35,clear sky,21.3906,-158.1547,Camp Pālehua
391,Grindavik,IS,26.55,clear sky,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
393,Oktyabrskoye,RU,41.14,clear sky,43.0645,44.7417,Prolesok Mini-hotel
394,Temirtau,KZ,16.05,light snow,50.0544,72.9483,Bota Hotel
396,Canutama,BR,86.09,overcast clouds,-6.5339,-64.3831,Hotel Jhennifer
397,Sistranda,NO,36.9,light rain,63.7256,8.834,Hotell Frøya
398,Maues,BR,81.39,overcast clouds,-3.3836,-57.7186,Hotel Miramar
399,Finnsnes,NO,22.96,scattered clouds,69.2296,17.9811,Finnsnes Hotel - A SNR Hotel
401,Puerto Maldonado,PE,72.0,moderate rain,-12.6,-69.1833,Wasai Hotel
402,Alanganallur,IN,79.93,overcast clouds,10.0667,78.05,K.R.D Farmhouse
405,Poum,NC,80.53,broken clouds,-20.2333,164.0167,
406,Turayf,SA,57.45,clear sky,31.6725,38.6637,Turaif
407,Westport,US,55.72,overcast clouds,41.1415,-73.3579,The Westport Inn
408,Fairview,US,55.47,overcast clouds,40.8126,-73.999,Homewood Suites by Hilton Edgewater-NYC Area
409,Maragogi,BR,87.08,broken clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
410,Paamiut,GL,22.51,snow,61.994,-49.6678,Pistut
411,Necochea,AR,66.04,clear sky,-38.5473,-58.7368,dyd -mar Hotel
412,Erzin,TR,64.92,clear sky,36.9559,36.2,Artemis Otel
413,Ayagoz,KZ,20.68,light snow,47.9714,80.4392,Gostinitsa Nur
414,Ahipara,NZ,69.8,overcast clouds,-35.1667,173.1667,Ahipara Holiday Park
415,Nazareno,MX,58.14,clear sky,25.3833,-103.4167,Palmas Suite
416,Kutum,SD,79.66,scattered clouds,14.2,24.6667,Dibbo areaمنطقة دبو
417,Ambilobe,MG,76.3,moderate rain,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
418,Bellevue,US,43.92,few clouds,47.6104,-122.2007,The Westin Bellevue
420,San Patricio,US,63.9,clear sky,28.017,-97.5169,"Motel 6 Sinton, TX"
421,Wembley,AU,71.69,clear sky,-31.9333,115.8,Cambridge Atrium
422,Pak Phanang,TH,84.07,overcast clouds,8.3511,100.202,Green Park Inn Hotel
423,Bergama,TR,58.26,overcast clouds,39.1207,27.1805,Anil Hotel
424,Tarnogskiy Gorodok,RU,21.6,overcast clouds,60.4997,43.5761,Hotel Rus
425,Rantepao,ID,68.0,heavy intensity rain,-2.9701,119.8978,Hotel Luta Resort
426,Gisborne,NZ,76.77,overcast clouds,-38.6533,178.0042,ASURE Alfresco Motor Lodge
427,Astoria,US,44.85,clear sky,46.1879,-123.8313,Best Western Astoria Bayfront Hotel
429,Hornbaek,DK,40.08,overcast clouds,56.0854,12.4505,Sauntehus Castle Hotel
430,Canar,EC,53.64,light rain,-2.55,-78.9333,Hostería La Condesa
431,San Cristobal,VE,73.58,overcast clouds,7.7669,-72.225,Pirineos
432,Sibiti,CG,83.62,few clouds,-3.6819,13.3499,"LE PAPYRUS (hôtel, bar et restaurant)"
433,Basco,PH,77.14,overcast clouds,20.4487,121.9702,Nathaniel's Lodge
434,Kawalu,ID,73.11,moderate rain,-7.3817,108.2082,West Jontor
435,Pozo Colorado,PY,96.85,overcast clouds,-23.4923,-58.7972,Hospedaje la Amistad
436,San Ramon,US,60.75,broken clouds,37.7799,-121.978,San Ramon Marriott
437,Puerto Rondon,CO,88.56,overcast clouds,6.2805,-71.1,Urbanización Santa Clara
438,Pingdingshan,CN,41.63,broken clouds,33.7385,113.3012,Chengfu Hotel
439,Natal,BR,86.22,broken clouds,-5.795,-35.2094,Villa Park Hotel | Natal
440,Rodrigues Alves,BR,80.8,overcast clouds,-7.738,-72.6509,Pousada Aconchego
441,Puerto Del Rosario,ES,69.55,few clouds,28.5004,-13.8627,Hotel JM Puerto del Rosario
442,Padang,ID,78.64,overcast clouds,-0.9492,100.3543,Mercure Padang
443,Wanaka,NZ,52.11,overcast clouds,-44.7,169.15,Wanaka Homestead Lodge and Cottages
444,Yumen,CN,26.31,overcast clouds,40.2833,97.2,
446,Neuquen,AR,75.09,clear sky,-38.9516,-68.0591,Hotel del Comahue
447,Pavlohrad,UA,34.75,overcast clouds,48.5167,35.8667,Kompleks Stylʹ
448,Rio Claro,BR,78.8,scattered clouds,-22.4114,-47.5614,Hotel Vivendas Rio Claro by Atlantica
449,Oruro,BO,54.09,overcast clouds,-17.9833,-67.15,Eden by BlueBay
450,Airai,TL,60.13,overcast clouds,-8.9266,125.4092,
451,Bambanglipuro,ID,63.61,moderate rain,-7.95,110.2833,Puri Brata
453,Samarai,PG,80.42,overcast clouds,-10.6167,150.6667,Nuli Sapi
454,Mitu,CO,79.27,overcast clouds,1.1983,-70.1733,
455,Semibratovo,RU,26.46,broken clouds,57.3046,39.5369,"Semeynyy Khostel ""Mamin Uyut"""
456,Voh,NC,76.84,overcast clouds,-20.9667,164.7,Le gîte du Koniambo
457,Fort-Shevchenko,KZ,41.68,few clouds,44.5086,50.263,Oasis hotel Bautino
458,Lamar,US,38.86,overcast clouds,33.6668,-95.5836,Kings Inn Paris TX
459,Gazanjyk,TM,47.75,clear sky,39.2446,55.5154,Railway motel
460,Cockburn Town,TC,77.67,clear sky,21.4612,-71.1419,Osprey Beach Hotel
461,Mogadishu,SO,82.27,clear sky,2.0371,45.3438,Hotel Juba
462,Ixtapa,MX,72.54,clear sky,20.7,-105.2,hotel la terminal
463,Pareora,NZ,51.19,light rain,-44.4871,171.2132,
464,Mao,ES,59.56,clear sky,39.8885,4.2658,ARTIEM Capri
465,Oklahoma City,US,26.85,clear sky,35.4676,-97.5164,Colcord Hotel
466,Lubao,PH,81.14,overcast clouds,14.9167,120.55,Hacienda Gracia
467,Oil City,US,35.29,overcast clouds,41.4339,-79.7064,Days Inn by Wyndham Oil City Conference Center
468,Yumbe,UG,93.38,scattered clouds,3.4651,31.2469,Antonio's Hotel
470,La Romana,DO,79.16,scattered clouds,18.4273,-68.9728,Casa de Campo Resort and Villas
471,Port Arthur,CN,30.42,overcast clouds,38.8,121.2667,Friendship Hotel
472,Juneau,US,38.84,snow,58.3019,-134.4197,"Baranof Downtown, Bw Signature Collection"
474,Palmer,US,54.72,broken clouds,42.1584,-72.3287,Wedgewood Motel
475,Buala,SB,76.86,light rain,-8.145,159.5921,Maringe Lagoon Lodge
477,Bereznik,RU,20.1,overcast clouds,62.8551,42.7072,coastal Hotel
478,Ures,MX,59.7,clear sky,29.4333,-110.4,Hacienda Quinta Napoles
479,Terlizzi,IT,55.13,few clouds,41.1311,16.5453,Hotel Pineta Wellness & Spa
480,Gustrow,DE,43.0,broken clouds,53.7972,12.1734,Kurhaus am Inselsee
481,Mehamn,NO,26.47,light snow,71.0357,27.8492,Mehamn Arctic Hotel AS
482,Canyon,US,27.45,overcast clouds,34.9803,-101.9188,"Holiday Inn Express & Suites Canyon, an IHG Hotel"
483,Nioro,GM,94.57,scattered clouds,13.35,-15.75,
484,Beloha,MG,78.76,clear sky,-25.1667,45.05,
485,Nacimiento,CL,74.17,few clouds,-37.5,-72.6667,Residencial San Marcos
486,Araouane,ML,78.64,clear sky,18.9048,-3.5265,
487,Hauge,NO,42.58,light rain,58.3436,6.2812,Sogndalstrand Kulturhotell
488,Wad Madani,SD,89.62,clear sky,14.4012,33.5199,فندق يوغسلافيا
489,Kulhudhuffushi,MV,81.93,overcast clouds,6.6221,73.07,Haajy Guest House 1
490,Luganville,VU,78.3,overcast clouds,-15.5333,167.1667,The Espiritu Hotel
491,Salalah,OM,73.11,few clouds,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
492,Esil,KZ,11.3,overcast clouds,51.9556,66.4042,Egorkino Hotel
494,High Prairie,CA,25.9,overcast clouds,55.4334,-116.4858,Royal Star Motor Inn
495,Tekirdag,TR,51.15,overcast clouds,40.978,27.5085,Tekirdağ Yat Hotel
496,Skorping,DK,40.48,overcast clouds,56.8363,9.8926,Rold Storkro
498,Killybegs,IE,49.71,few clouds,54.6333,-8.45,Tara Hotel
499,Teacapan,MX,64.85,clear sky,22.55,-105.75,Hotel los Mangos
500,Changji,CN,14.79,mist,44.0167,87.3167,Lvye Holiday Resort
501,Koutiala,ML,92.16,few clouds,12.3917,-5.4642,Hotel La Chaumiere
502,Muisne,EC,77.11,light rain,0.6,-80.0333,Quinta Samay
505,Collie,AU,56.98,clear sky,-33.3667,116.15,Collie Ridge
506,Kavaratti,IN,80.94,clear sky,10.5669,72.642,Hotels in Lakshadweep Islands
507,Ballina,AU,69.76,broken clouds,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
508,Fillan,NO,36.37,light snow,63.6064,8.9696,Hjorten Hotell hitra
509,Beyneu,KZ,40.62,overcast clouds,45.3167,55.2,NUR
511,Sao Filipe,CV,80.69,overcast clouds,14.8961,-24.4956,Hotel Xaguate
512,Montague,US,55.06,overcast clouds,42.5356,-72.5351,Two Rivers Bed and Breakfast
513,Inhambane,MZ,85.98,scattered clouds,-23.865,35.3833,Oceano
514,Nouadhibou,MR,82.38,overcast clouds,20.931,-17.0347,El Medina
515,Sierra Vista,US,50.61,clear sky,31.5545,-110.3037,Gateway Studio Suites
516,Biltine,TD,90.54,few clouds,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
517,Saint George,US,49.35,clear sky,37.1041,-113.5841,Best Western Plus Abbey Inn
518,Namibe,AO,86.63,scattered clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
519,Maceio,BR,90.84,broken clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
520,Vammala,FI,33.24,overcast clouds,61.3333,22.9,Vammalan Seurahuone Oy
521,San Jose,US,62.2,clear sky,37.3394,-121.895,The Westin San Jose
522,Camacha,PT,62.02,broken clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
523,Parkersburg,US,39.06,broken clouds,39.2667,-81.5615,The Blennerhassett Hotel
524,Susanville,US,28.24,clear sky,40.4163,-120.653,Comfort Inn & Suites
525,Lugovoy,KZ,27.25,overcast clouds,42.9472,72.7644,Ж.Д Вокзал Луговая
526,Marzuq,YE,71.64,clear sky,14.4,46.4667,
527,Waingapu,ID,77.79,overcast clouds,-9.6567,120.2641,Pondok Wisata Elim
529,Orsha,BY,32.32,clear sky,54.5153,30.4053,Rudakovo Hotel
531,Hofn,IS,27.7,overcast clouds,64.2539,-15.2082,Hótel Höfn
532,Tambun,ID,80.49,overcast clouds,-6.2641,107.0712,Metland Hotel Bekasi
533,Friedeburg,DE,42.93,overcast clouds,53.45,7.8333,Landhotel Zum Lütten Didi
534,Oda,JP,41.77,few clouds,35.1833,132.5,Sky Hotel Oda
535,Coahuayana,MX,76.08,broken clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
538,Lorengau,PG,80.8,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
539,Bargur,IN,75.81,broken clouds,12.5424,78.3539,SNS Lodge
540,Pasni,PK,71.51,clear sky,25.2631,63.471,Kashmiri Hotal
541,Camopi,GF,79.18,overcast clouds,3.1655,-52.3158,La pousada
542,Acapulco,MX,78.98,overcast clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
543,Malinovoye Ozero,RU,14.86,overcast clouds,51.6753,79.7825,Solonyy Bereg
544,Ca Mau,VN,78.17,overcast clouds,9.1769,105.15,Khách Sạn Mường Thanh Luxury Cà Mau
545,Coruripe,BR,88.0,scattered clouds,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
546,Pangkalanbuun,ID,74.19,light rain,-2.6833,111.6167,Grand Kecubung Hotel
547,Saint-Augustin,CA,28.36,light snow,51.226,-58.6502,
548,Xinzhou,CN,31.35,broken clouds,38.4092,112.7333,Shell Hotel - Xinzhou
550,Puerto Plata,DO,84.11,few clouds,19.7934,-70.6884,Be Live Collection Marien
551,Kaeo,NZ,71.33,overcast clouds,-35.1,173.7833,Bushido Lodge
552,Kukushtan,RU,24.42,overcast clouds,57.6464,56.4952,Постоялый двор
553,Antofagasta,CL,75.22,few clouds,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
554,Dzaoudzi,YT,84.09,clear sky,-12.7887,45.2699,Le Rocher
555,Makasar,ID,75.25,scattered clouds,-5.14,119.4221,Aryaduta Makassar
556,Juegang,CN,45.91,overcast clouds,32.3174,121.1855,Rudong Y Hotel
557,Laguna,US,64.9,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
558,Tecuala,MX,65.79,clear sky,22.3986,-105.4569,Hotel y Restaurante Candelaria
559,Caruray,PH,77.86,overcast clouds,10.3094,119.0128,
560,Itupiranga,BR,84.52,overcast clouds,-5.1347,-49.3267,Hotel Panorama
561,Kirakira,SB,77.74,overcast clouds,-10.4544,161.9205,SanBiz Lodge
562,Dabakala,CI,98.78,scattered clouds,8.3667,-4.4333,Hôtel Campement
563,Koungou,YT,83.91,clear sky,-12.7336,45.2042,Villa Netibor
564,Tual,ID,82.98,few clouds,-5.6667,132.75,Grand Vilia Hotel
565,Port Keats,AU,81.01,few clouds,-14.25,129.55,TDC Village (Hundred Man Camp)
566,Trincomalee,LK,79.36,overcast clouds,8.5711,81.2335,Welcombe Hotel
567,Ozernovskiy,RU,20.14,scattered clouds,51.5,156.5167,
569,San Luis,AR,68.85,few clouds,-33.295,-66.3356,Huarpes Hotel
570,Tsiroanomandidy,MG,76.6,overcast clouds,-18.7667,46.0333,Hotel Ravinala
571,Zhanaozen,KZ,40.5,overcast clouds,43.3,52.8,K.korabay 28A
572,Sambava,MG,78.37,light rain,-14.2667,50.1667,Melrose
573,Yamnytsya,UA,36.1,broken clouds,48.9897,24.7075,Chornyy Zamok
574,Ciro Marina,IT,51.85,overcast clouds,39.3732,17.126,Hotel Miramare
575,Chadiza,ZM,69.1,light rain,-14.0678,32.4392,Sankhani Guest House
576,Green Valley,US,56.84,clear sky,31.8543,-110.9937,Best Western Green Valley Inn
577,Yulara,AU,75.04,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
578,Katangli,RU,15.33,overcast clouds,51.7102,143.2326,
579,Sola,VU,77.7,overcast clouds,-13.8833,167.55,Leumerus Bungalows
580,Launceston,AU,55.04,broken clouds,-41.45,147.1667,Hotel Grand Chancellor Launceston
582,Mareeba,AU,74.12,scattered clouds,-17.0,145.4333,Trinity Plains Tourist Park
583,Hamilton,US,32.74,overcast clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
584,Sawtell,AU,66.22,broken clouds,-30.3833,153.1,The Bungalow Sawtell
585,Severnyy,RU,32.04,broken clouds,50.677,36.5532,Full House North Mini-Hotel
586,Sakakah,SA,63.97,clear sky,29.9697,40.2064,Fakhamat Al Orjoana Apartment
587,Ahuimanu,US,71.85,few clouds,21.4447,-157.8378,Paradise Bay Resort
588,Popondetta,PG,74.28,overcast clouds,-8.7537,148.2534,Timos Transit House
589,Broken Hill,AU,74.91,clear sky,-31.95,141.4333,Royal Exchange Hotel
590,Fethiye,TR,60.67,overcast clouds,36.6217,29.1164,Club & Hotel Letoonia
591,Carthage,TN,60.35,scattered clouds,36.8611,10.3316,Dar Fatma
592,Pyapon,MM,71.33,scattered clouds,16.2833,95.6833,Aung Naing Thu Motel
593,Yuci,CN,35.35,haze,37.6803,112.7319,Thank Inn Plus Hotel Shanxi Jinzhong Yuci District Yingbin West Street Yinhaixinyue
594,Madera,US,61.23,clear sky,37.1666,-119.8343,
595,Sharjah,AE,77.34,clear sky,25.3573,55.4033,Swiss Belhotel Sharjah
596,West Bay,KY,83.05,broken clouds,19.3667,-81.4167,Calypso Cove
597,Campos Do Jordao,BR,68.14,overcast clouds,-22.7394,-45.5914,Canada Lodge Inn
599,Innisfail,AU,73.69,scattered clouds,-17.5333,146.0333,Moondarra Motel
600,Ravenna,IT,52.99,clear sky,44.4167,11.9833,Hotel Tatì
601,Harper,LR,83.79,light rain,4.375,-7.7169,Screensaver
602,Prince Rupert,CA,38.89,broken clouds,54.3161,-130.3201,Crest Hotel
603,Paratinga,BR,89.42,scattered clouds,-12.6906,-43.1842,Pousada Magalhães 2
604,Ewa Beach,US,72.09,scattered clouds,21.3156,-158.0072,Base Lodging
606,Sabang,ID,82.69,broken clouds,5.8933,95.3214,Hotel Citra
607,Hami,CN,28.96,broken clouds,42.8,93.45,Laoyutang Resort
608,Sanandaj,IR,42.82,broken clouds,35.3144,46.9923,Sanandaj Tourist Hotel
610,Riyadh,SA,66.34,clear sky,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
611,Luba,GQ,81.9,broken clouds,3.4568,8.5547,
612,Sorland,NO,28.47,scattered clouds,67.667,12.6934,Sjybrygga fiskecamp
613,Sobolevo,RU,22.73,clear sky,54.4299,31.8996,
614,Addis Abeba,ET,66.58,overcast clouds,9.025,38.7469,Hotel Concord
615,Sur,OM,71.98,clear sky,22.5667,59.5289,Sur Plaza Hotel
616,Nicoya,CR,80.15,clear sky,10.1483,-85.452,Las Cabinas Del Sueño
617,Ust-Kulom,RU,17.1,light snow,61.6864,53.6902,Ip Napalkov Vasiliy Dmitriyevich
619,Gerardmer,FR,42.48,overcast clouds,48.0735,6.8779,Hôtel Beau Rivage
620,Phalaborwa,ZA,90.68,clear sky,-23.943,31.1411,Bothabelo Bed and Breakfast
621,Porto Santo,PT,64.78,broken clouds,33.072,-16.3415,Hotel Porto Santo & Spa
622,Abong Mbang,CM,97.81,clear sky,3.9833,13.1833,Auberge Angle Sur
623,Botelhos,BR,73.87,broken clouds,-21.6333,-46.395,Hotel Prata de Minas
624,Camacupa,AO,76.53,overcast clouds,-12.0167,17.4833,
625,Rocky Mountain House,CA,28.83,overcast clouds,52.3668,-114.9188,Walking Eagle Inn & Lodge
627,Karratha,AU,87.22,few clouds,-20.7377,116.8463,ibis Styles Karratha
628,Lianyuan,CN,40.26,moderate rain,27.6883,111.6642,Lianyuan Hotel
629,Ketchikan,US,39.67,overcast clouds,55.3422,-131.6461,Snow's Cove Lodge
630,Canico,PT,70.72,few clouds,32.6333,-16.85,Quinta Splendida Wellness & Botanical Garden
631,Mildura,AU,69.76,clear sky,-34.2,142.15,Mercure Hotel Mildura
632,Ordzhonikidze,KZ,23.18,light snow,52.4411,61.7408,Tomiris
634,Linhares,BR,82.6,overcast clouds,-19.3911,-40.0722,Hotel Conceição
636,Bilecik,TR,49.62,broken clouds,40.0,30.1667,Namlı Osmanlı Konagi
637,Dalvik,IS,21.13,overcast clouds,65.9702,-18.5286,Dalvík HI Hostel
638,Veraval,IN,71.92,clear sky,20.9,70.3667,Lords Inn Somnath
639,Muyezerskiy,RU,17.37,overcast clouds,63.9333,31.65,"Gostinitsa Ooo ""Lzkh ""Ledmozerskoye"""
640,Asau,RO,37.96,overcast clouds,46.4333,26.4,Casa Mika Ciobanus
641,Bonavista,CA,35.11,overcast clouds,48.6499,-53.1147,Abbott's Bed & Breakfast
642,Port-Gentil,GA,85.96,few clouds,-0.7193,8.7815,Fengshui Residence
643,Zhangye,CN,28.31,overcast clouds,38.9342,100.4517,Zhangye Lvzhou Holiday Inn
644,Kabompo,ZM,73.8,light rain,-13.5927,24.2008,Big Tree
645,Sulangan,PH,79.99,overcast clouds,11.1373,123.7228,Maia's Beach Resort
648,Behbahan,IR,54.72,overcast clouds,30.5959,50.2417,شهرکدامداران ماهشهر
649,Bandarbeyla,SO,77.41,scattered clouds,9.4942,50.8122,JABIR HOTEL
650,Filadelfia,US,57.27,overcast clouds,39.9523,-75.1638,"The Ritz-Carlton, Philadelphia"
651,Jalu,LY,63.73,clear sky,29.0331,21.5482,صاحبة الفخامة
653,Uberaba,BR,74.91,broken clouds,-19.7483,-47.9319,Tamareiras Park Hotel
654,Sinnamary,GF,79.84,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
655,Labuan,MY,75.36,moderate rain,5.2767,115.2417,Tiara Labuan Hotel
656,Korla,CN,30.13,broken clouds,41.7597,86.1469,Gulisitan Hotel
657,Mosna,RO,41.29,few clouds,46.0833,24.4,Burg Apartments Meschen
658,Sines,PT,61.29,overcast clouds,37.9562,-8.8698,Hotel Sinerama
659,Eureka,US,47.59,clear sky,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
660,Santa Cruz,BO,72.86,overcast clouds,-17.8,-63.1667,Aviador Hotel Boutique
662,Taraz,KZ,30.61,overcast clouds,42.9,71.3667,Comfort Inn
663,Nambucca Heads,AU,66.2,overcast clouds,-30.65,153.0,Marcel Towers Holiday Apartments
664,Baghdad,IQ,64.29,clear sky,33.3406,44.4009,Baghdad Hotel
666,Chacabuco,AR,66.79,clear sky,-34.6417,-60.4739,Club de Pesca Caza y Balneario
667,Meulaboh,ID,79.21,broken clouds,4.1363,96.1285,Kost Pria
668,Gumdag,TM,48.27,clear sky,39.2061,54.5906,
669,Point Fortin,TT,86.9,few clouds,10.1833,-61.6833,Jus Les' Suites
670,Rock Sound,BS,77.09,clear sky,24.9,-76.2,Pink Corral Bay Property
671,Kutahya,TR,42.62,broken clouds,39.4242,29.9833,Grand Çınar Hotel
673,Whyalla,AU,74.05,broken clouds,-33.0333,137.5833,Foreshore Motor Inn
674,Akdepe,TM,39.2,broken clouds,42.0551,59.3788,
675,Yuxia,CN,41.54,broken clouds,34.0615,108.6291,Shanchengxuan Hotel
676,Hualmay,PE,73.94,broken clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
677,Pavullo Nel Frignano,IT,49.05,broken clouds,44.3315,10.835,Hotel Vandelli
678,Banikoara,BJ,96.91,scattered clouds,11.2985,2.4386,Hôtel de l'UCom CVPC
679,Presidencia Roque Saenz Pena,AR,70.93,light rain,-26.7852,-60.4388,Hotel Gualok
