City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
226,Saint-Philippe,RE,2022-02-12 14:48:47,-21.3585,55.7679,81.95,77,18,6.87,few clouds
227,Klaksvik,FO,2022-02-12 14:49:47,62.2266,-6.589,41.92,87,100,13.47,overcast clouds
228,Vostok,RU,2022-02-12 14:49:48,46.4856,135.8833,5.74,98,100,2.33,light snow
229,Cabra,ES,2022-02-12 14:49:48,37.4725,-4.4421,66.13,50,56,3.0,broken clouds
230,Chitral,PK,2022-02-12 14:49:48,35.8462,71.7858,36.41,67,63,4.09,broken clouds
231,Conyers,US,2022-02-12 14:49:48,33.6676,-84.0177,58.73,74,0,0.0,clear sky
232,Itarema,BR,2022-02-12 14:49:49,-2.9248,-39.9167,84.34,64,100,11.25,overcast clouds
233,Haines Junction,CA,2022-02-12 14:49:49,60.7522,-137.5108,35.55,60,97,4.61,overcast clouds
234,Vestmannaeyjar,IS,2022-02-12 14:49:49,63.4427,-20.2734,32.99,93,75,8.05,broken clouds
235,Khandyga,RU,2022-02-12 14:49:50,62.6667,135.6,-41.19,100,86,1.72,overcast clouds
236,Aripuana,BR,2022-02-12 14:49:50,-9.1667,-60.6333,76.8,84,100,0.43,overcast clouds
237,Lithakia,GR,2022-02-12 14:49:50,37.7167,20.8333,56.57,69,100,1.97,overcast clouds
238,Waitati,NZ,2022-02-12 14:49:50,-45.75,170.5667,50.81,70,100,8.01,overcast clouds
239,San Rafael Del Sur,NI,2022-02-12 14:49:51,11.8485,-86.4384,77.97,57,7,13.85,clear sky
240,Kenai,US,2022-02-12 14:49:51,60.5544,-151.2583,27.14,97,100,0.0,light snow
241,Ankazoabo,MG,2022-02-12 14:49:51,-22.2833,44.5167,86.47,52,81,4.74,broken clouds
242,Luanda,AO,2022-02-12 14:48:42,-8.8368,13.2343,82.4,69,20,11.5,few clouds
243,Avera,US,2022-02-12 14:49:52,33.194,-82.5271,54.91,58,100,5.28,overcast clouds
244,Channel-Port Aux Basques,CA,2022-02-12 14:45:46,47.5702,-59.1367,38.08,96,100,17.74,overcast clouds
245,Cabedelo,BR,2022-02-12 14:49:52,-6.9811,-34.8339,88.47,67,53,9.84,broken clouds
246,Fortuna,US,2022-02-12 14:49:52,40.5982,-124.1573,49.12,76,0,9.22,clear sky
247,Nawa,IN,2022-02-12 14:49:53,27.0167,75.0,63.84,23,0,4.32,clear sky
248,Antalaha,MG,2022-02-12 14:49:53,-14.9003,50.2788,77.16,86,8,10.6,moderate rain
249,Changde,CN,2022-02-12 14:49:53,29.0464,111.6783,40.93,93,100,2.8,overcast clouds
250,Belaya Gora,RU,2022-02-12 14:49:54,68.5333,146.4167,-24.63,92,100,5.61,overcast clouds
251,Yueyang,CN,2022-02-12 14:49:54,29.3333,113.0919,40.95,90,87,3.69,overcast clouds
252,Carutapera,BR,2022-02-12 14:49:54,-1.195,-46.02,79.93,86,100,6.13,overcast clouds
253,Tasiilaq,GL,2022-02-12 14:49:54,65.6145,-37.6368,17.76,64,100,3.29,overcast clouds
254,Charters Towers,AU,2022-02-12 14:49:55,-20.1,146.2667,74.34,76,3,11.61,clear sky
255,Cidreira,BR,2022-02-12 14:49:55,-30.1811,-50.2056,78.98,69,0,15.32,clear sky
256,Udachnyy,RU,2022-02-12 14:49:55,66.4167,112.4,-2.56,76,93,3.2,overcast clouds
257,Matadi,CD,2022-02-12 14:49:56,-5.8167,13.45,94.12,41,82,2.64,broken clouds
258,Krasnoselkup,RU,2022-02-12 14:49:56,65.7,82.4667,-5.58,90,5,13.29,clear sky
259,Baykit,RU,2022-02-12 14:49:56,61.67,96.37,-12.64,100,23,2.59,few clouds
260,Hermosillo,MX,2022-02-12 14:45:02,29.0667,-110.9667,61.38,31,0,4.0,clear sky
261,Igrim,RU,2022-02-12 14:49:57,63.1906,64.4162,5.22,95,100,8.79,light snow
262,Aklavik,CA,2022-02-12 14:49:57,68.2191,-135.0107,-19.37,74,0,0.0,clear sky
263,Seymchan,RU,2022-02-12 14:49:57,62.8833,152.4333,-42.65,100,66,0.65,broken clouds
264,Yerofey Pavlovich,RU,2022-02-12 14:49:58,53.9667,121.9667,-17.54,94,51,3.65,broken clouds
265,Gizo,SB,2022-02-12 14:49:58,-8.103,156.8419,79.14,77,100,4.88,overcast clouds
266,Severo-Kurilsk,RU,2022-02-12 14:49:58,50.6789,156.125,19.4,79,86,4.56,overcast clouds
267,Lalmohan,BD,2022-02-12 14:49:58,22.3384,90.7419,67.28,49,40,11.74,scattered clouds
268,Tutoia,BR,2022-02-12 14:49:59,-2.7619,-42.2744,87.78,67,94,11.95,overcast clouds
269,Yomou,GN,2022-02-12 14:49:59,7.5603,-9.2653,98.76,8,31,3.47,scattered clouds
270,Kruisfontein,ZA,2022-02-12 14:49:58,-34.0033,24.7314,80.17,65,39,16.53,scattered clouds
271,Marihatag,PH,2022-02-12 14:49:59,8.7936,126.2969,77.94,86,100,5.37,overcast clouds
272,San Quintin,MX,2022-02-12 14:50:00,30.4833,-115.95,60.89,51,3,1.05,clear sky
273,Zhezkazgan,KZ,2022-02-12 14:51:00,47.8043,67.7144,24.78,86,100,13.42,overcast clouds
274,Arkhangelsk,RU,2022-02-12 14:51:00,64.5401,40.5433,21.31,85,75,6.71,broken clouds
275,Praia Da Vitoria,PT,2022-02-12 14:51:01,38.7333,-27.0667,65.75,67,20,11.21,few clouds
276,Worthing,GB,2022-02-12 14:51:01,50.8145,-0.3713,48.92,69,20,18.41,few clouds
277,Cajamarca,PE,2022-02-12 14:51:01,-7.1638,-78.5003,60.87,77,75,2.3,fog
278,Brae,GB,2022-02-12 14:51:02,60.3964,-1.353,45.77,86,100,25.5,overcast clouds
279,Niteroi,BR,2022-02-12 14:46:58,-22.8833,-43.1036,81.59,79,75,8.05,broken clouds
280,Trelew,AR,2022-02-12 14:51:02,-43.249,-65.3051,79.99,12,86,5.48,overcast clouds
281,Shingu,JP,2022-02-12 14:51:02,33.7333,135.9833,40.91,68,0,5.7,clear sky
282,Riihimaki,FI,2022-02-12 14:51:03,60.7377,24.7773,33.28,86,82,10.83,broken clouds
283,Honiara,SB,2022-02-12 14:51:03,-9.4333,159.95,76.26,90,100,1.59,overcast clouds
284,Iqaluit,CA,2022-02-12 14:51:03,63.7506,-68.5145,-25.87,68,20,4.61,few clouds
285,Mosquera,CO,2022-02-12 14:51:03,4.7059,-74.2302,64.49,59,40,5.75,scattered clouds
286,Bubaque,GW,2022-02-12 14:51:04,11.2833,-15.8333,82.44,48,0,3.6,clear sky
287,Norman Wells,CA,2022-02-12 14:51:04,65.282,-126.8329,-16.56,76,40,5.75,scattered clouds
288,Hasaki,JP,2022-02-12 14:51:04,35.7333,140.8333,30.6,58,18,7.31,few clouds
289,Komsomolskiy,UZ,2022-02-12 14:51:05,40.4272,71.7189,40.42,87,100,2.3,mist
290,Vatava,RO,2022-02-12 14:51:05,46.9667,24.7667,38.62,84,99,2.28,overcast clouds
291,Lakselv,NO,2022-02-12 14:51:05,70.0513,24.9718,8.42,78,20,6.91,few clouds
292,La Ronge,CA,2022-02-12 14:51:06,55.1001,-105.2842,-18.15,76,20,2.3,few clouds
293,Kijang,KR,2022-02-12 14:51:06,35.2442,129.2139,44.33,61,73,12.5,broken clouds
294,Mount Isa,AU,2022-02-12 14:51:06,-20.7333,139.5,76.77,73,100,0.0,overcast clouds
295,San Juan De Abajo,MX,2022-02-12 14:51:07,20.8167,-105.1833,71.58,45,0,3.98,clear sky
296,Ponta Do Sol,PT,2022-02-12 14:51:07,32.6667,-17.1,70.72,67,7,3.04,clear sky
297,Camalu,MX,2022-02-12 14:51:07,30.85,-116.0667,61.84,39,3,0.83,clear sky
298,Guasdualito,VE,2022-02-12 14:51:07,7.2424,-70.7324,84.16,57,20,6.91,few clouds
299,Qaqortoq,GL,2022-02-12 14:51:08,60.7167,-46.0333,29.16,97,100,3.09,snow
300,Talanga,HN,2022-02-12 14:51:08,14.4,-87.0833,73.94,65,90,4.56,overcast clouds
301,Visby,SE,2022-02-12 14:51:08,57.6409,18.296,36.05,75,0,20.71,clear sky
302,Gra Liyia,GR,2022-02-12 14:51:09,35.0167,25.6833,60.98,56,54,1.99,broken clouds
303,Urumqi,CN,2022-02-12 14:51:09,43.801,87.6005,11.35,85,75,2.24,mist
304,Jumla,NP,2022-02-12 14:51:09,29.2747,82.1838,30.2,83,5,6.35,clear sky
305,Mayo,US,2022-02-12 14:51:10,38.8876,-76.5119,58.66,48,0,6.91,clear sky
306,Guaymas,MX,2022-02-12 14:51:10,27.9333,-110.9,45.77,71,0,0.0,clear sky
307,Lukovo,MK,2022-02-12 14:51:10,41.3494,20.6047,49.59,83,100,5.23,overcast clouds
308,Lata,PT,2022-02-12 14:51:10,40.1629,-8.3327,61.07,65,100,5.19,overcast clouds
309,Guangyuan,CN,2022-02-12 14:51:11,32.442,105.823,43.3,84,98,3.24,overcast clouds
310,Auki,SB,2022-02-12 14:51:11,-8.7676,160.7034,75.0,92,100,3.09,overcast clouds
311,Wanning,CN,2022-02-12 14:51:11,18.8003,110.3967,65.59,81,83,7.72,broken clouds
312,Bakchar,RU,2022-02-12 14:51:12,57.0186,82.0711,-4.68,100,38,5.12,scattered clouds
313,Broome,US,2022-02-12 14:47:57,42.2506,-75.833,44.78,67,40,11.5,scattered clouds
314,Wuwei,CN,2022-02-12 14:51:12,37.9281,102.6414,26.49,50,96,5.82,overcast clouds
315,Senador Guiomard,BR,2022-02-12 14:51:12,-10.1522,-67.7392,78.55,71,100,4.56,overcast clouds
316,Togur,RU,2022-02-12 14:51:13,58.3631,82.8265,-2.81,98,10,7.14,clear sky
317,Akureyri,IS,2022-02-12 14:51:13,65.6835,-18.0878,21.13,68,100,2.3,overcast clouds
318,Beringovskiy,RU,2022-02-12 14:51:13,63.05,179.3167,-25.98,95,16,7.72,few clouds
319,Constitucion,CL,2022-02-12 14:51:13,-35.3333,-72.4167,72.39,45,0,6.35,clear sky
320,Husavik,IS,2022-02-12 14:51:14,66.0449,-17.3389,21.11,82,59,5.64,broken clouds
321,Les Cayes,HT,2022-02-12 14:52:14,18.2,-73.75,82.02,60,22,7.85,few clouds
322,Hirara,JP,2022-02-12 14:52:14,24.8,125.2833,69.96,85,100,14.92,overcast clouds
323,Ambon,ID,2022-02-12 14:52:15,-3.6954,128.1814,77.14,94,40,3.44,moderate rain
324,Jizan,SA,2022-02-12 14:52:15,17.3333,42.6667,85.14,61,92,6.96,overcast clouds
325,Santa Rosa,PH,2022-02-12 14:52:15,14.3122,121.1114,81.1,76,100,12.17,overcast clouds
326,Namie,JP,2022-02-12 14:52:15,37.4833,141.0,37.54,83,17,6.93,few clouds
327,Algiers,DZ,2022-02-12 14:52:16,36.7525,3.042,58.82,59,40,10.36,scattered clouds
328,College,US,2022-02-12 14:50:52,64.8569,-147.8028,-5.03,82,75,0.0,broken clouds
329,Caiaponia,BR,2022-02-12 14:52:16,-16.9567,-51.8103,81.41,68,14,2.59,few clouds
330,Sar-E Pul,AF,2022-02-12 14:52:16,35.8333,66.1667,34.36,92,100,1.9,overcast clouds
331,Olafsvik,IS,2022-02-12 14:52:17,64.8945,-23.7142,28.58,69,48,26.51,scattered clouds
332,Jimma,ET,2022-02-12 14:52:17,7.6667,36.8333,74.66,41,95,4.05,overcast clouds
333,Nome,US,2022-02-12 14:50:26,64.5011,-165.4064,1.47,55,100,10.36,overcast clouds
334,Matagami,CA,2022-02-12 14:47:35,49.7502,-77.6328,-18.29,69,0,12.66,haze
335,Kismayo,SO,2022-02-12 14:52:17,-0.3582,42.5454,79.12,74,94,17.45,overcast clouds
336,Bata,GQ,2022-02-12 14:52:18,1.8639,9.7658,89.46,74,20,11.5,few clouds
337,Saldanha,ZA,2022-02-12 14:52:18,-33.0117,17.9442,75.25,89,100,12.71,overcast clouds
338,Kingseat,GB,2022-02-12 14:52:18,56.0974,-3.4084,49.48,81,20,24.16,few clouds
339,Thinadhoo,MV,2022-02-12 14:52:19,0.5333,72.9333,82.04,68,100,8.34,overcast clouds
340,Zhigansk,RU,2022-02-12 14:52:19,66.7697,123.3711,-33.86,100,63,4.41,broken clouds
341,Upernavik,GL,2022-02-12 14:52:19,72.7868,-56.1549,-4.68,98,100,13.62,light snow
342,Parkes,AU,2022-02-12 14:52:20,-33.1333,148.1833,66.34,67,0,12.62,clear sky
343,Osypenko,UA,2022-02-12 14:52:20,46.9136,36.8253,40.84,79,100,16.24,overcast clouds
344,Sorong,ID,2022-02-12 14:48:43,-0.8833,131.25,78.21,87,100,4.47,overcast clouds
345,Nurota,UZ,2022-02-12 14:52:20,40.5614,65.6886,33.89,68,3,6.89,clear sky
346,Chilliwack,CA,2022-02-12 14:48:49,49.1747,-121.9443,41.94,82,2,6.13,clear sky
347,Jasper,US,2022-02-12 14:52:21,37.2001,-94.3502,22.35,61,20,16.11,few clouds
348,Emerald,AU,2022-02-12 14:52:21,-23.5333,148.1667,77.14,61,19,9.22,few clouds
349,Derzhavinsk,KZ,2022-02-12 14:52:21,51.1,66.3167,19.45,94,100,13.27,overcast clouds
350,Mount Gambier,AU,2022-02-12 14:52:21,-37.8333,140.7667,60.71,82,67,0.0,broken clouds
351,Zilair,RU,2022-02-12 14:52:22,52.2332,57.4392,24.87,95,100,6.93,light snow
352,Cururupu,BR,2022-02-12 14:52:22,-1.8283,-44.8683,79.09,88,100,4.68,overcast clouds
353,Lagos,NG,2022-02-12 14:52:22,6.5833,3.75,93.52,50,100,11.81,overcast clouds
354,Tariba,VE,2022-02-12 14:52:23,7.8188,-72.2243,73.96,44,93,6.71,overcast clouds
355,Kasongo-Lunda,CD,2022-02-12 14:52:23,-6.4667,16.8167,86.88,56,60,3.71,broken clouds
356,Nizhniy Tsasuchey,RU,2022-02-12 14:52:23,50.5167,115.1333,-16.82,98,24,3.56,few clouds
357,Varkaus,FI,2022-02-12 14:52:23,62.3153,27.873,26.71,88,66,7.34,light snow
358,Sena Madureira,BR,2022-02-12 14:52:24,-9.0656,-68.6569,87.93,56,95,2.93,overcast clouds
359,Zyryanka,RU,2022-02-12 14:52:24,65.75,150.85,-33.43,97,11,7.09,few clouds
360,Tulsipur,NP,2022-02-12 14:52:24,28.131,82.2973,52.27,82,0,2.57,clear sky
361,Japura,ID,2022-02-12 14:52:25,-0.3167,102.35,74.84,90,37,1.88,scattered clouds
362,Falmouth,GB,2022-02-12 14:48:27,50.1544,-5.0711,49.1,93,75,17.27,light rain
363,Saint-Louis,SN,2022-02-12 14:52:25,16.3333,-15.0,89.13,5,45,21.56,scattered clouds
364,Ugoofaaru,MV,2022-02-12 14:52:25,5.6667,73.0,81.09,75,100,9.78,overcast clouds
365,Jacqueville,CI,2022-02-12 14:52:25,5.2052,-4.4146,85.91,72,66,10.0,broken clouds
366,Isla Vista,US,2022-02-12 14:52:26,34.4133,-119.861,69.85,32,5,6.02,clear sky
367,Tolosa,FR,2022-02-12 14:52:26,43.6043,1.4437,58.14,47,0,16.11,clear sky
368,Bundaberg,AU,2022-02-12 14:52:16,-24.85,152.35,71.89,84,100,8.05,overcast clouds
369,Christchurch,NZ,2022-02-12 14:53:26,-43.5333,172.6333,52.92,92,100,13.8,moderate rain
370,Port Lincoln,AU,2022-02-12 14:53:27,-34.7333,135.8667,68.38,68,100,8.61,overcast clouds
371,Kazlu Ruda,LT,2022-02-12 14:53:27,54.7667,23.5,35.58,65,45,14.18,scattered clouds
372,Bowen,AU,2022-02-12 14:53:27,-20.0167,148.2333,73.62,68,12,15.82,few clouds
373,Dire,ML,2022-02-12 14:53:27,12.2833,-10.9667,95.65,7,0,5.44,clear sky
374,Semiluki,RU,2022-02-12 14:53:28,51.6853,39.0279,32.45,80,75,8.95,broken clouds
375,Los Llanos De Aridane,ES,2022-02-12 14:53:28,28.6585,-17.9182,66.13,81,40,13.8,scattered clouds
376,Barcelona,ES,2022-02-12 14:53:28,41.3888,2.159,55.74,77,75,5.75,broken clouds
377,Nizwa,OM,2022-02-12 14:53:29,22.9333,57.5333,73.18,26,0,5.95,clear sky
378,Biak,ID,2022-02-12 14:53:29,-0.9131,122.8766,75.61,84,100,3.4,overcast clouds
379,Filotion,GR,2022-02-12 14:53:29,37.05,25.5,57.43,67,100,1.99,overcast clouds
380,Hermiston,US,2022-02-12 14:51:36,45.8404,-119.2895,36.1,93,0,4.61,clear sky
381,Hambantota,LK,2022-02-12 14:53:29,6.1241,81.1185,77.34,100,40,3.44,scattered clouds
382,Bakal,RU,2022-02-12 14:53:30,54.9417,58.8083,10.83,96,100,2.55,overcast clouds
383,Praia,CV,2022-02-12 14:53:30,14.9215,-23.5087,82.94,44,89,24.16,overcast clouds
384,Ancud,CL,2022-02-12 14:53:30,-41.8697,-73.8203,75.22,59,80,4.43,broken clouds
385,Richards Bay,ZA,2022-02-12 14:53:31,-28.783,32.0377,83.28,62,0,13.51,clear sky
386,Acarau,BR,2022-02-12 14:53:31,-2.8856,-40.12,82.96,69,93,11.88,overcast clouds
387,Den Helder,NL,2022-02-12 14:53:31,52.9599,4.7593,46.94,64,75,24.16,broken clouds
388,Barentin,FR,2022-02-12 14:53:31,49.5453,0.9552,51.08,45,82,11.54,broken clouds
389,Pemangkat,ID,2022-02-12 14:53:32,1.1667,108.9667,76.71,88,100,4.18,light rain
390,Nanakuli,US,2022-02-12 14:53:32,21.3906,-158.1547,73.35,88,0,4.61,clear sky
391,Grindavik,IS,2022-02-12 14:53:32,63.8424,-22.4338,26.55,74,0,11.5,clear sky
392,Petropavlovsk-Kamchatskiy,RU,2022-02-12 14:53:33,53.0452,158.6483,0.19,71,0,4.47,clear sky
393,Oktyabrskoye,RU,2022-02-12 14:53:33,43.0645,44.7417,41.14,65,10,6.71,clear sky
394,Temirtau,KZ,2022-02-12 14:53:33,50.0544,72.9483,16.05,92,100,20.15,light snow
395,Tokur,RU,2022-02-12 14:53:33,53.1333,132.9,-16.73,100,98,3.44,overcast clouds
396,Canutama,BR,2022-02-12 14:53:34,-6.5339,-64.3831,86.09,61,100,3.78,overcast clouds
397,Sistranda,NO,2022-02-12 14:53:34,63.7256,8.834,36.9,87,100,14.03,light rain
398,Maues,BR,2022-02-12 14:53:34,-3.3836,-57.7186,81.39,85,98,3.65,overcast clouds
399,Finnsnes,NO,2022-02-12 14:53:35,69.2296,17.9811,22.96,91,43,3.02,scattered clouds
400,Pangnirtung,CA,2022-02-12 14:53:35,66.1451,-65.7125,-0.36,99,100,4.79,light snow
401,Puerto Maldonado,PE,2022-02-12 14:53:35,-12.6,-69.1833,72.0,94,75,4.61,moderate rain
402,Alanganallur,IN,2022-02-12 14:53:35,10.0667,78.05,79.93,73,90,7.49,overcast clouds
403,Krasnogorskiy,RU,2022-02-12 14:53:36,54.6025,61.231,8.74,97,100,3.27,overcast clouds
404,Nyurba,RU,2022-02-12 14:53:36,63.2842,118.3319,-22.58,100,100,2.82,overcast clouds
405,Poum,NC,2022-02-12 14:53:36,-20.2333,164.0167,80.53,77,83,3.15,broken clouds
406,Turayf,SA,2022-02-12 14:53:37,31.6725,38.6637,57.45,44,0,4.61,clear sky
407,Westport,US,2022-02-12 14:53:37,41.1415,-73.3579,55.72,63,100,8.99,overcast clouds
408,Fairview,US,2022-02-12 14:53:37,40.8126,-73.999,55.47,50,94,14.0,overcast clouds
409,Maragogi,BR,2022-02-12 14:53:16,-9.0122,-35.2225,87.08,58,52,14.29,broken clouds
410,Paamiut,GL,2022-02-12 14:53:37,61.994,-49.6678,22.51,95,100,11.9,snow
411,Necochea,AR,2022-02-12 14:52:32,-38.5473,-58.7368,66.04,46,0,11.25,clear sky
412,Erzin,TR,2022-02-12 14:53:38,36.9559,36.2,64.92,68,0,0.13,clear sky
413,Ayagoz,KZ,2022-02-12 14:53:38,47.9714,80.4392,20.68,94,98,21.36,light snow
414,Ahipara,NZ,2022-02-12 14:53:38,-35.1667,173.1667,69.8,83,95,29.42,overcast clouds
415,Nazareno,MX,2022-02-12 14:53:39,25.3833,-103.4167,58.14,27,0,0.98,clear sky
416,Kutum,SD,2022-02-12 14:53:39,14.2,24.6667,79.66,7,48,9.44,scattered clouds
417,Ambilobe,MG,2022-02-12 14:54:39,-13.2,49.05,76.3,90,20,3.47,moderate rain
418,Bellevue,US,2022-02-12 14:54:40,47.6104,-122.2007,43.92,89,14,11.01,few clouds
419,Provideniya,RU,2022-02-12 14:54:40,64.3833,-173.3,-12.15,83,2,6.17,clear sky
420,San Patricio,US,2022-02-12 14:54:40,28.017,-97.5169,63.9,82,0,12.17,clear sky
421,Wembley,AU,2022-02-12 14:54:40,-31.9333,115.8,71.69,71,0,10.36,clear sky
422,Pak Phanang,TH,2022-02-12 14:54:41,8.3511,100.202,84.07,76,95,6.76,overcast clouds
423,Bergama,TR,2022-02-12 14:54:41,39.1207,27.1805,58.26,68,97,1.05,overcast clouds
424,Tarnogskiy Gorodok,RU,2022-02-12 14:54:41,60.4997,43.5761,21.6,92,100,8.25,overcast clouds
425,Rantepao,ID,2022-02-12 14:54:42,-2.9701,119.8978,68.0,98,100,2.28,heavy intensity rain
426,Gisborne,NZ,2022-02-12 14:54:42,-38.6533,178.0042,76.77,76,91,8.63,overcast clouds
427,Astoria,US,2022-02-12 14:54:42,46.1879,-123.8313,44.85,81,0,13.0,clear sky
428,Rehoboth,NA,2022-02-12 14:54:42,-23.3167,17.0833,80.92,42,86,7.96,overcast clouds
429,Hornbaek,DK,2022-02-12 14:54:43,56.0854,12.4505,40.08,74,100,5.99,overcast clouds
430,Canar,EC,2022-02-12 14:54:43,-2.55,-78.9333,53.64,81,94,0.34,light rain
431,San Cristobal,VE,2022-02-12 14:54:43,7.7669,-72.225,73.58,41,93,8.99,overcast clouds
432,Sibiti,CG,2022-02-12 14:54:44,-3.6819,13.3499,83.62,58,22,4.27,few clouds
433,Basco,PH,2022-02-12 14:54:44,20.4487,121.9702,77.14,73,100,17.81,overcast clouds
434,Kawalu,ID,2022-02-12 14:54:44,-7.3817,108.2082,73.11,95,100,2.66,moderate rain
435,Pozo Colorado,PY,2022-02-12 14:54:44,-23.4923,-58.7972,96.85,29,93,4.54,overcast clouds
436,San Ramon,US,2022-02-12 14:54:33,37.7799,-121.978,60.75,77,76,1.01,broken clouds
437,Puerto Rondon,CO,2022-02-12 14:54:45,6.2805,-71.1,88.56,40,98,11.65,overcast clouds
438,Pingdingshan,CN,2022-02-12 14:54:45,33.7385,113.3012,41.63,62,78,4.54,broken clouds
439,Natal,BR,2022-02-12 14:52:37,-5.795,-35.2094,86.22,74,75,12.66,broken clouds
440,Rodrigues Alves,BR,2022-02-12 14:54:45,-7.738,-72.6509,80.8,90,100,2.86,overcast clouds
441,Puerto Del Rosario,ES,2022-02-12 14:54:46,28.5004,-13.8627,69.55,64,20,12.66,few clouds
442,Padang,ID,2022-02-12 14:54:46,-0.9492,100.3543,78.64,81,99,4.14,overcast clouds
443,Wanaka,NZ,2022-02-12 14:50:08,-44.7,169.15,52.11,58,100,4.0,overcast clouds
444,Yumen,CN,2022-02-12 14:54:46,40.2833,97.2,26.31,41,100,11.36,overcast clouds
445,Aykhal,RU,2022-02-12 14:54:46,66.0,111.5,-4.59,100,86,4.85,overcast clouds
446,Neuquen,AR,2022-02-12 14:54:47,-38.9516,-68.0591,75.09,35,0,6.91,clear sky
447,Pavlohrad,UA,2022-02-12 14:54:47,48.5167,35.8667,34.75,88,100,17.13,overcast clouds
448,Rio Claro,BR,2022-02-12 14:54:22,-22.4114,-47.5614,78.8,68,45,3.6,scattered clouds
449,Oruro,BO,2022-02-12 14:54:47,-17.9833,-67.15,54.09,58,100,9.22,overcast clouds
450,Airai,TL,2022-02-12 14:54:48,-8.9266,125.4092,60.13,94,86,2.01,overcast clouds
451,Bambanglipuro,ID,2022-02-12 14:54:48,-7.95,110.2833,63.61,87,100,4.41,moderate rain
