City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
452,Chumikan,RU,2022-02-12 14:54:48,54.7183,135.315,7.38,95,100,2.35,overcast clouds
453,Samarai,PG,2022-02-12 14:54:49,-10.6167,150.6667,80.42,67,100,7.52,overcast clouds
454,Mitu,CO,2022-02-12 14:54:49,1.1983,-70.1733,79.27,89,100,1.92,overcast clouds
455,Semibratovo,RU,2022-02-12 14:54:49,57.3046,39.5369,26.46,88,78,13.04,broken clouds
456,Voh,NC,2022-02-12 14:54:49,-20.9667,164.7,76.84,91,99,1.88,overcast clouds
457,Fort-Shevchenko,KZ,2022-02-12 14:54:50,44.5086,50.263,41.68,86,16,9.01,few clouds
458,Lamar,US,2022-02-12 14:54:50,33.6668,-95.5836,38.86,52,100,16.11,overcast clouds
459,Gazanjyk,TM,2022-02-12 14:54:50,39.2446,55.5154,47.75,52,0,7.63,clear sky
460,Cockburn Town,TC,2022-02-12 14:53:19,21.4612,-71.1419,77.67,75,2,22.28,clear sky
461,Mogadishu,SO,2022-02-12 14:54:51,2.0371,45.3438,82.27,69,0,19.57,clear sky
462,Ixtapa,MX,2022-02-12 14:54:51,20.7,-105.2,72.54,44,2,3.29,clear sky
463,Pareora,NZ,2022-02-12 14:54:51,-44.4871,171.2132,51.19,97,100,17.13,light rain
464,Mao,ES,2022-02-12 14:51:46,39.8885,4.2658,59.56,51,0,9.22,clear sky
465,Oklahoma City,US,2022-02-12 14:55:49,35.4676,-97.5164,26.85,48,0,21.85,clear sky
466,Lubao,PH,2022-02-12 14:55:52,14.9167,120.55,81.14,77,93,4.9,overcast clouds
467,Oil City,US,2022-02-12 14:51:27,41.4339,-79.7064,35.29,83,100,10.36,overcast clouds
468,Yumbe,UG,2022-02-12 14:55:52,3.4651,31.2469,93.38,17,44,9.78,scattered clouds
469,Synya,RU,2022-02-12 14:55:52,65.3718,58.0387,8.22,92,100,9.4,overcast clouds
470,La Romana,DO,2022-02-12 14:55:53,18.4273,-68.9728,79.16,78,40,10.36,scattered clouds
471,Port Arthur,CN,2022-02-12 14:55:53,38.8,121.2667,30.42,55,100,16.82,overcast clouds
472,Juneau,US,2022-02-12 14:54:52,58.3019,-134.4197,38.84,98,100,8.01,snow
473,Tynda,RU,2022-02-12 14:55:53,55.1667,124.7167,-24.48,97,27,2.98,scattered clouds
474,Palmer,US,2022-02-12 14:55:54,42.1584,-72.3287,54.72,50,75,11.5,broken clouds
475,Buala,SB,2022-02-12 14:55:54,-8.145,159.5921,76.86,86,100,3.11,light rain
476,Khatanga,RU,2022-02-12 14:52:44,71.9667,102.5,-12.03,84,97,8.63,overcast clouds
477,Bereznik,RU,2022-02-12 14:55:54,62.8551,42.7072,20.1,95,99,6.29,overcast clouds
478,Ures,MX,2022-02-12 14:55:54,29.4333,-110.4,59.7,24,0,6.06,clear sky
479,Terlizzi,IT,2022-02-12 14:55:55,41.1311,16.5453,55.13,73,20,9.22,few clouds
480,Gustrow,DE,2022-02-12 14:55:55,53.7972,12.1734,43.0,60,75,10.36,broken clouds
481,Mehamn,NO,2022-02-12 14:55:55,71.0357,27.8492,26.47,71,99,15.57,light snow
482,Canyon,US,2022-02-12 14:52:02,34.9803,-101.9188,27.45,52,100,9.93,overcast clouds
483,Nioro,GM,2022-02-12 14:53:21,13.35,-15.75,94.57,6,34,14.07,scattered clouds
484,Beloha,MG,2022-02-12 14:55:56,-25.1667,45.05,78.76,73,0,18.59,clear sky
485,Nacimiento,CL,2022-02-12 14:55:56,-37.5,-72.6667,74.17,16,14,7.67,few clouds
486,Araouane,ML,2022-02-12 14:55:56,18.9048,-3.5265,78.64,9,2,13.15,clear sky
487,Hauge,NO,2022-02-12 14:55:57,58.3436,6.2812,42.58,96,100,20.74,light rain
488,Wad Madani,SD,2022-02-12 14:55:57,14.4012,33.5199,89.62,21,1,14.03,clear sky
489,Kulhudhuffushi,MV,2022-02-12 14:55:57,6.6221,73.07,81.93,72,100,9.66,overcast clouds
490,Luganville,VU,2022-02-12 14:55:57,-15.5333,167.1667,78.3,88,100,5.1,overcast clouds
491,Salalah,OM,2022-02-12 14:55:58,17.0151,54.0924,73.11,62,14,4.27,few clouds
492,Esil,KZ,2022-02-12 14:55:58,51.9556,66.4042,11.3,95,100,6.96,overcast clouds
493,Tayshet,RU,2022-02-12 14:55:58,55.9342,98.0044,-12.37,98,18,4.47,few clouds
494,High Prairie,CA,2022-02-12 14:55:17,55.4334,-116.4858,25.9,95,95,3.15,overcast clouds
495,Tekirdag,TR,2022-02-12 14:55:14,40.978,27.5085,51.15,75,90,13.11,overcast clouds
496,Skorping,DK,2022-02-12 14:55:59,56.8363,9.8926,40.48,78,100,21.3,overcast clouds
497,Saint Anthony,US,2022-02-12 14:55:59,45.0205,-93.218,-2.18,72,40,5.75,scattered clouds
498,Killybegs,IE,2022-02-12 14:55:59,54.6333,-8.45,49.71,80,20,23.58,few clouds
499,Teacapan,MX,2022-02-12 14:56:00,22.55,-105.75,64.85,50,0,3.96,clear sky
500,Changji,CN,2022-02-12 14:56:00,44.0167,87.3167,14.79,85,75,2.24,mist
501,Koutiala,ML,2022-02-12 14:56:00,12.3917,-5.4642,92.16,6,16,8.93,few clouds
502,Muisne,EC,2022-02-12 14:56:01,0.6,-80.0333,77.11,93,97,5.86,light rain
503,Kargasok,RU,2022-02-12 14:56:01,59.0556,80.8572,-5.37,99,56,9.19,broken clouds
504,Deputatskiy,RU,2022-02-12 14:56:01,69.3,139.9,-10.91,90,100,5.95,overcast clouds
505,Collie,AU,2022-02-12 14:56:01,-33.3667,116.15,56.98,65,0,9.75,clear sky
506,Kavaratti,IN,2022-02-12 14:56:02,10.5669,72.642,80.94,69,2,6.78,clear sky
507,Ballina,AU,2022-02-12 14:56:02,-28.8667,153.5667,69.76,81,75,16.11,broken clouds
508,Fillan,NO,2022-02-12 14:56:02,63.6064,8.9696,36.37,88,100,10.65,light snow
509,Beyneu,KZ,2022-02-12 14:57:03,45.3167,55.2,40.62,81,99,12.75,overcast clouds
510,Mama,RU,2022-02-12 14:57:03,58.3106,112.8986,-30.23,100,28,3.71,scattered clouds
511,Sao Filipe,CV,2022-02-12 14:57:03,14.8961,-24.4956,80.69,42,85,18.68,overcast clouds
512,Montague,US,2022-02-12 14:57:03,42.5356,-72.5351,55.06,64,99,8.01,overcast clouds
513,Inhambane,MZ,2022-02-12 14:56:36,-23.865,35.3833,85.98,66,40,6.91,scattered clouds
514,Nouadhibou,MR,2022-02-12 14:57:04,20.931,-17.0347,82.38,15,98,11.5,overcast clouds
515,Sierra Vista,US,2022-02-12 14:57:04,31.5545,-110.3037,50.61,35,0,1.99,clear sky
516,Biltine,TD,2022-02-12 14:57:04,14.5333,20.9167,90.54,7,21,5.73,few clouds
517,Saint George,US,2022-02-12 14:52:27,37.1041,-113.5841,49.35,32,0,14.0,clear sky
518,Namibe,AO,2022-02-12 14:57:05,-15.1961,12.1522,86.63,62,40,11.5,scattered clouds
519,Maceio,BR,2022-02-12 14:55:42,-9.6658,-35.7353,90.84,48,75,13.8,broken clouds
520,Vammala,FI,2022-02-12 14:57:05,61.3333,22.9,33.24,85,96,10.4,overcast clouds
521,San Jose,US,2022-02-12 14:53:28,37.3394,-121.895,62.2,56,0,0.0,clear sky
522,Camacha,PT,2022-02-12 14:57:05,33.0833,-16.3333,62.02,68,75,13.8,broken clouds
523,Parkersburg,US,2022-02-12 14:57:06,39.2667,-81.5615,39.06,71,68,3.0,broken clouds
524,Susanville,US,2022-02-12 14:57:06,40.4163,-120.653,28.24,86,0,3.44,clear sky
525,Lugovoy,KZ,2022-02-12 14:57:06,42.9472,72.7644,27.25,92,95,4.76,overcast clouds
526,Marzuq,YE,2022-02-12 14:57:07,14.4,46.4667,71.64,46,1,7.16,clear sky
527,Waingapu,ID,2022-02-12 14:57:07,-9.6567,120.2641,77.79,86,98,4.32,overcast clouds
528,Poyarkovo,RU,2022-02-12 14:57:07,49.6,128.6833,4.84,95,100,9.42,overcast clouds
529,Orsha,BY,2022-02-12 14:57:07,54.5153,30.4053,32.32,86,8,12.3,clear sky
530,Salym,RU,2022-02-12 14:57:08,60.0625,71.4789,2.05,93,17,8.28,few clouds
531,Hofn,IS,2022-02-12 14:54:09,64.2539,-15.2082,27.7,68,95,19.86,overcast clouds
532,Tambun,ID,2022-02-12 14:57:08,-6.2641,107.0712,80.49,72,100,3.36,overcast clouds
533,Friedeburg,DE,2022-02-12 14:57:08,53.45,7.8333,42.93,56,100,14.79,overcast clouds
534,Oda,JP,2022-02-12 14:57:09,35.1833,132.5,41.77,72,12,8.14,few clouds
535,Coahuayana,MX,2022-02-12 14:57:09,18.7333,-103.6833,76.08,40,69,5.14,broken clouds
536,Lavrentiya,RU,2022-02-12 14:57:09,65.5833,-171.0,-19.93,92,15,7.2,few clouds
537,Dauphin,CA,2022-02-12 14:57:09,51.1494,-100.0502,-3.86,71,20,14.97,few clouds
538,Lorengau,PG,2022-02-12 14:57:10,-2.0226,147.2712,80.8,75,92,3.33,overcast clouds
539,Bargur,IN,2022-02-12 14:57:10,12.5424,78.3539,75.81,56,81,8.48,broken clouds
540,Pasni,PK,2022-02-12 14:57:10,25.2631,63.471,71.51,58,0,13.42,clear sky
541,Camopi,GF,2022-02-12 14:57:11,3.1655,-52.3158,79.18,87,85,4.27,overcast clouds
542,Acapulco,MX,2022-02-12 14:57:11,16.8634,-99.8901,78.98,53,100,0.31,overcast clouds
543,Malinovoye Ozero,RU,2022-02-12 14:57:11,51.6753,79.7825,14.86,90,100,11.32,overcast clouds
544,Ca Mau,VN,2022-02-12 14:57:11,9.1769,105.15,78.17,81,100,7.74,overcast clouds
545,Coruripe,BR,2022-02-12 14:57:12,-10.1256,-36.1756,88.0,56,27,15.59,scattered clouds
546,Pangkalanbuun,ID,2022-02-12 14:57:12,-2.6833,111.6167,74.19,89,100,0.87,light rain
547,Saint-Augustin,CA,2022-02-12 14:57:12,51.226,-58.6502,28.36,95,100,17.09,light snow
548,Xinzhou,CN,2022-02-12 14:57:13,38.4092,112.7333,31.35,61,72,3.15,broken clouds
549,Atikokan,CA,2022-02-12 14:57:13,48.7555,-91.6216,-19.44,96,100,2.55,overcast clouds
550,Puerto Plata,DO,2022-02-12 14:57:13,19.7934,-70.6884,84.11,83,20,6.91,few clouds
551,Kaeo,NZ,2022-02-12 14:57:13,-35.1,173.7833,71.33,84,99,27.56,overcast clouds
552,Kukushtan,RU,2022-02-12 14:57:14,57.6464,56.4952,24.42,96,98,4.41,overcast clouds
553,Antofagasta,CL,2022-02-12 14:57:14,-23.65,-70.4,75.22,53,11,7.78,few clouds
554,Dzaoudzi,YT,2022-02-12 14:57:14,-12.7887,45.2699,84.09,74,0,8.05,clear sky
555,Makasar,ID,2022-02-12 14:58:15,-5.14,119.4221,75.25,100,40,2.3,scattered clouds
556,Juegang,CN,2022-02-12 14:58:15,32.3174,121.1855,45.91,83,100,5.99,overcast clouds
557,Laguna,US,2022-02-12 14:54:17,38.421,-121.4238,64.9,94,0,0.0,clear sky
558,Tecuala,MX,2022-02-12 14:58:15,22.3986,-105.4569,65.79,44,0,3.38,clear sky
559,Caruray,PH,2022-02-12 14:58:16,10.3094,119.0128,77.86,88,100,9.42,overcast clouds
560,Itupiranga,BR,2022-02-12 14:58:16,-5.1347,-49.3267,84.52,97,100,2.71,overcast clouds
561,Kirakira,SB,2022-02-12 14:58:09,-10.4544,161.9205,77.74,88,100,4.74,overcast clouds
562,Dabakala,CI,2022-02-12 14:58:16,8.3667,-4.4333,98.78,13,49,3.36,scattered clouds
563,Koungou,YT,2022-02-12 14:58:17,-12.7336,45.2042,83.91,74,0,8.05,clear sky
564,Tual,ID,2022-02-12 14:58:17,-5.6667,132.75,82.98,70,11,3.49,few clouds
565,Port Keats,AU,2022-02-12 14:58:17,-14.25,129.55,81.01,79,24,2.44,few clouds
566,Trincomalee,LK,2022-02-12 14:58:18,8.5711,81.2335,79.36,85,100,15.84,overcast clouds
567,Ozernovskiy,RU,2022-02-12 14:58:18,51.5,156.5167,20.14,80,30,3.11,scattered clouds
568,Muravlenko,RU,2022-02-12 14:58:18,63.7898,74.523,-9.06,98,6,12.26,clear sky
569,San Luis,AR,2022-02-12 14:58:18,-33.295,-66.3356,68.85,27,18,11.3,few clouds
570,Tsiroanomandidy,MG,2022-02-12 14:58:19,-18.7667,46.0333,76.6,77,89,3.31,overcast clouds
571,Zhanaozen,KZ,2022-02-12 14:58:19,43.3,52.8,40.5,77,88,9.48,overcast clouds
572,Sambava,MG,2022-02-12 14:58:19,-14.2667,50.1667,78.37,83,24,8.66,light rain
573,Yamnytsya,UA,2022-02-12 14:58:20,48.9897,24.7075,36.1,55,75,6.71,broken clouds
574,Ciro Marina,IT,2022-02-12 14:58:20,39.3732,17.126,51.85,76,100,10.51,overcast clouds
575,Chadiza,ZM,2022-02-12 14:58:20,-14.0678,32.4392,69.1,93,97,5.84,light rain
576,Green Valley,US,2022-02-12 14:58:20,31.8543,-110.9937,56.84,34,0,4.76,clear sky
577,Yulara,AU,2022-02-12 14:58:21,-25.2406,130.9889,75.04,33,2,5.75,clear sky
578,Katangli,RU,2022-02-12 14:58:21,51.7102,143.2326,15.33,93,100,5.3,overcast clouds
579,Sola,VU,2022-02-12 14:58:21,-13.8833,167.55,77.7,85,100,11.54,overcast clouds
580,Launceston,AU,2022-02-12 14:58:22,-41.45,147.1667,55.04,71,80,3.44,broken clouds
581,Oranjemund,NA,2022-02-12 14:58:22,-28.55,16.4333,76.91,57,36,19.91,scattered clouds
582,Mareeba,AU,2022-02-12 14:58:22,-17.0,145.4333,74.12,93,30,1.54,scattered clouds
583,Hamilton,US,2022-02-12 14:55:38,39.1834,-84.5333,32.74,80,96,3.0,overcast clouds
584,Sawtell,AU,2022-02-12 14:58:22,-30.3833,153.1,66.22,77,75,10.36,broken clouds
585,Severnyy,RU,2022-02-12 14:58:23,50.677,36.5532,32.04,86,75,11.18,broken clouds
586,Sakakah,SA,2022-02-12 14:58:23,29.9697,40.2064,63.97,28,0,7.2,clear sky
587,Ahuimanu,US,2022-02-12 14:58:23,21.4447,-157.8378,71.85,87,19,7.9,few clouds
588,Popondetta,PG,2022-02-12 14:56:58,-8.7537,148.2534,74.28,91,99,1.95,overcast clouds
589,Broken Hill,AU,2022-02-12 14:58:24,-31.95,141.4333,74.91,23,0,4.61,clear sky
590,Fethiye,TR,2022-02-12 14:58:24,36.6217,29.1164,60.67,66,99,3.56,overcast clouds
591,Carthage,TN,2022-02-12 14:58:24,36.8611,10.3316,60.35,63,40,11.5,scattered clouds
592,Pyapon,MM,2022-02-12 14:58:24,16.2833,95.6833,71.33,53,30,10.09,scattered clouds
593,Yuci,CN,2022-02-12 14:58:25,37.6803,112.7319,35.35,55,99,13.42,haze
594,Madera,US,2022-02-12 14:54:46,37.1666,-119.8343,61.23,44,8,5.57,clear sky
595,Sharjah,AE,2022-02-12 14:57:16,25.3573,55.4033,77.34,42,0,14.97,clear sky
596,West Bay,KY,2022-02-12 14:58:25,19.3667,-81.4167,83.05,81,75,6.91,broken clouds
597,Campos Do Jordao,BR,2022-02-12 14:58:25,-22.7394,-45.5914,68.14,77,89,2.21,overcast clouds
598,Malartic,CA,2022-02-12 14:58:26,48.1335,-78.1328,-12.89,76,100,11.54,overcast clouds
599,Innisfail,AU,2022-02-12 14:58:26,-17.5333,146.0333,73.69,82,34,3.38,scattered clouds
600,Ravenna,IT,2022-02-12 14:58:51,44.4167,11.9833,52.99,54,5,9.66,clear sky
601,Harper,LR,2022-02-12 14:59:26,4.375,-7.7169,83.79,68,81,7.02,light rain
602,Prince Rupert,CA,2022-02-12 14:55:08,54.3161,-130.3201,38.89,93,75,2.3,broken clouds
603,Paratinga,BR,2022-02-12 14:59:27,-12.6906,-43.1842,89.42,44,40,3.0,scattered clouds
604,Ewa Beach,US,2022-02-12 14:59:27,21.3156,-158.0072,72.09,85,31,3.0,scattered clouds
605,Nehe,CN,2022-02-12 14:59:27,48.4833,124.8333,-8.93,100,96,1.97,overcast clouds
606,Sabang,ID,2022-02-12 14:59:27,5.8933,95.3214,82.69,76,70,19.08,broken clouds
607,Hami,CN,2022-02-12 14:59:28,42.8,93.45,28.96,56,83,1.45,broken clouds
608,Sanandaj,IR,2022-02-12 14:59:28,35.3144,46.9923,42.82,57,75,4.61,broken clouds
609,Tilichiki,RU,2022-02-12 14:59:28,60.4667,166.1,-21.3,92,11,8.93,few clouds
610,Riyadh,SA,2022-02-12 14:56:21,24.6877,46.7219,66.34,29,4,15.37,clear sky
611,Luba,GQ,2022-02-12 14:59:29,3.4568,8.5547,81.9,74,84,4.92,broken clouds
612,Sorland,NO,2022-02-12 14:59:29,67.667,12.6934,28.47,62,48,10.16,scattered clouds
613,Sobolevo,RU,2022-02-12 14:59:29,54.4299,31.8996,22.73,90,7,10.04,clear sky
614,Addis Abeba,ET,2022-02-12 14:54:34,9.025,38.7469,66.58,39,86,12.77,overcast clouds
615,Sur,OM,2022-02-12 14:59:30,22.5667,59.5289,71.98,58,1,7.52,clear sky
616,Nicoya,CR,2022-02-12 14:59:30,10.1483,-85.452,80.15,49,10,9.37,clear sky
617,Ust-Kulom,RU,2022-02-12 14:59:30,61.6864,53.6902,17.1,96,99,5.55,light snow
618,Ishim,RU,2022-02-12 14:59:30,56.1128,69.4902,3.34,96,100,9.24,light snow
619,Gerardmer,FR,2022-02-12 14:59:31,48.0735,6.8779,42.48,46,100,2.35,overcast clouds
620,Phalaborwa,ZA,2022-02-12 14:59:31,-23.943,31.1411,90.68,22,0,13.29,clear sky
621,Porto Santo,PT,2022-02-12 14:59:31,33.072,-16.3415,64.78,68,75,13.8,broken clouds
622,Abong Mbang,CM,2022-02-12 14:59:32,3.9833,13.1833,97.81,11,8,3.51,clear sky
623,Botelhos,BR,2022-02-12 14:59:32,-21.6333,-46.395,73.87,77,52,4.32,broken clouds
624,Camacupa,AO,2022-02-12 14:59:32,-12.0167,17.4833,76.53,57,91,5.57,overcast clouds
625,Rocky Mountain House,CA,2022-02-12 14:59:32,52.3668,-114.9188,28.83,80,98,2.3,overcast clouds
626,Kirensk,RU,2022-02-12 14:59:33,57.7853,108.1119,-23.8,100,48,1.05,scattered clouds
627,Karratha,AU,2022-02-12 14:59:33,-20.7377,116.8463,87.22,65,19,7.81,few clouds
628,Lianyuan,CN,2022-02-12 14:59:33,27.6883,111.6642,40.26,94,95,1.79,moderate rain
629,Ketchikan,US,2022-02-12 14:59:34,55.3422,-131.6461,39.67,87,100,5.75,overcast clouds
630,Canico,PT,2022-02-12 14:59:34,32.6333,-16.85,70.72,73,20,10.36,few clouds
631,Mildura,AU,2022-02-12 14:59:34,-34.2,142.15,69.76,56,0,1.14,clear sky
632,Ordzhonikidze,KZ,2022-02-12 14:59:34,52.4411,61.7408,23.18,97,100,7.31,light snow
633,Stonewall,CA,2022-02-12 14:59:35,50.1344,-97.3268,-13.32,95,92,5.64,overcast clouds
634,Linhares,BR,2022-02-12 14:59:35,-19.3911,-40.0722,82.6,65,98,4.18,overcast clouds
635,Sosnovo-Ozerskoye,RU,2022-02-12 14:59:35,52.5249,111.5418,-28.12,100,43,1.41,scattered clouds
636,Bilecik,TR,2022-02-12 14:59:36,40.0,30.1667,49.62,57,80,3.62,broken clouds
637,Dalvik,IS,2022-02-12 14:57:15,65.9702,-18.5286,21.13,86,91,4.9,overcast clouds
638,Veraval,IN,2022-02-12 14:59:36,20.9,70.3667,71.92,56,2,9.84,clear sky
639,Muyezerskiy,RU,2022-02-12 14:59:36,63.9333,31.65,17.37,97,98,4.03,overcast clouds
640,Asau,RO,2022-02-12 14:59:36,46.4333,26.4,37.96,64,100,4.38,overcast clouds
641,Bonavista,CA,2022-02-12 14:58:59,48.6499,-53.1147,35.11,76,92,14.74,overcast clouds
642,Port-Gentil,GA,2022-02-12 14:59:37,-0.7193,8.7815,85.96,74,20,13.8,few clouds
643,Zhangye,CN,2022-02-12 14:59:37,38.9342,100.4517,28.31,52,100,7.11,overcast clouds
644,Kabompo,ZM,2022-02-12 14:59:37,-13.5927,24.2008,73.8,85,100,4.43,light rain
645,Sulangan,PH,2022-02-12 14:59:38,11.1373,123.7228,79.99,82,100,12.46,overcast clouds
646,Srednekolymsk,RU,2022-02-12 15:00:38,67.45,153.6833,-33.2,98,58,7.16,broken clouds
647,Ust-Kuyga,RU,2022-02-12 15:00:39,70.0167,135.6,-17.03,98,100,8.79,overcast clouds
648,Behbahan,IR,2022-02-12 15:00:39,30.5959,50.2417,54.72,78,100,2.1,overcast clouds
649,Bandarbeyla,SO,2022-02-12 15:00:40,9.4942,50.8122,77.41,57,30,13.15,scattered clouds
650,Filadelfia,US,2022-02-12 14:56:18,39.9523,-75.1638,57.27,48,93,7.0,overcast clouds
651,Jalu,LY,2022-02-12 15:00:40,29.0331,21.5482,63.73,29,0,1.86,clear sky
652,Strezhevoy,RU,2022-02-12 15:00:41,60.7333,77.5889,-4.02,93,15,11.16,few clouds
653,Uberaba,BR,2022-02-12 15:00:41,-19.7483,-47.9319,74.91,82,75,6.96,broken clouds
654,Sinnamary,GF,2022-02-12 15:00:42,5.3833,-52.95,79.84,83,87,12.3,overcast clouds
655,Labuan,MY,2022-02-12 15:00:42,5.2767,115.2417,75.36,77,100,1.19,moderate rain
656,Korla,CN,2022-02-12 15:00:42,41.7597,86.1469,30.13,42,70,3.31,broken clouds
657,Mosna,RO,2022-02-12 15:00:43,46.0833,24.4,41.29,61,23,7.78,few clouds
658,Sines,PT,2022-02-12 15:00:43,37.9562,-8.8698,61.29,80,86,4.0,overcast clouds
659,Eureka,US,2022-02-12 15:00:44,40.8021,-124.1637,47.59,56,0,3.71,clear sky
660,Santa Cruz,BO,2022-02-12 15:00:09,-17.8,-63.1667,72.86,94,100,11.5,overcast clouds
661,Katima Mulilo,NA,2022-02-12 15:00:44,-17.5,24.2667,80.04,61,99,3.0,overcast clouds
662,Taraz,KZ,2022-02-12 15:00:45,42.9,71.3667,30.61,86,100,6.71,overcast clouds
663,Nambucca Heads,AU,2022-02-12 15:00:47,-30.65,153.0,66.2,73,86,10.09,overcast clouds
664,Baghdad,IQ,2022-02-12 15:00:04,33.3406,44.4009,64.29,25,0,14.92,clear sky
665,Kayerkan,RU,2022-02-12 15:00:47,69.3497,87.7602,-14.12,81,34,7.07,scattered clouds
666,Chacabuco,AR,2022-02-12 14:57:42,-34.6417,-60.4739,66.79,34,3,12.95,clear sky
667,Meulaboh,ID,2022-02-12 15:00:48,4.1363,96.1285,79.21,82,71,2.15,broken clouds
668,Gumdag,TM,2022-02-12 15:00:48,39.2061,54.5906,48.27,45,0,6.82,clear sky
669,Point Fortin,TT,2022-02-12 15:00:48,10.1833,-61.6833,86.9,58,24,11.7,few clouds
670,Rock Sound,BS,2022-02-12 15:00:49,24.9,-76.2,77.09,80,5,13.51,clear sky
671,Kutahya,TR,2022-02-12 15:00:49,39.4242,29.9833,42.62,68,80,4.09,broken clouds
672,Omaruru,NA,2022-02-12 15:00:49,-21.4333,15.9333,74.75,64,94,7.02,light rain
673,Whyalla,AU,2022-02-12 15:00:50,-33.0333,137.5833,74.05,56,73,4.16,broken clouds
674,Akdepe,TM,2022-02-12 15:00:50,42.0551,59.3788,39.2,62,78,6.11,broken clouds
675,Yuxia,CN,2022-02-12 15:00:50,34.0615,108.6291,41.54,67,78,4.76,broken clouds
676,Hualmay,PE,2022-02-12 15:00:51,-11.0964,-77.6139,73.94,73,70,7.09,broken clouds
677,Pavullo Nel Frignano,IT,2022-02-12 15:00:51,44.3315,10.835,49.05,55,59,7.85,broken clouds
678,Banikoara,BJ,2022-02-12 15:00:52,11.2985,2.4386,96.91,6,37,4.0,scattered clouds
679,Presidencia Roque Saenz Pena,AR,2022-02-12 15:00:52,-26.7852,-60.4388,70.93,82,100,9.84,light rain
